date,sku_id,units_sold,revenue,unit_price,promo_flag
2024-10-13,NB-HOM-CAN-009,5,22018.45,4403.69,0
2024-10-13,NB-HOM-CUS-010,8,23425.6,2928.2,1
2024-10-13,NB-HOM-CUS-011,9,66216.42,7357.38,0
2024-10-13,NB-HOM-CUS-012,7,8845.69,1263.67,0
2024-10-13,NB-BED-BED-013,10,42914.2,4291.42,0
2024-10-13,NB-BED-BED-014,9,12364.11,1373.79,0
2024-10-13,NB-BED-BED-015,13,74898.85,5761.45,0
2024-10-13,NB-BED-DUV-016,42,29284.92,697.26,1
2024-10-13,NB-BED-DUV-017,1,2111.09,2111.09,0
2024-10-13,NB-BED-DUV-018,6,12672.0,2112.0,0
2024-10-13,NB-BED-PIL-019,30,183140.4,6104.68,1
2024-10-13,NB-BED-PIL-020,8,41647.68,5205.96,0
2024-10-13,NB-BED-PIL-021,9,67294.98,7477.22,0
2024-10-13,NB-BED-BLA-022,4,23878.08,5969.52,0
2024-10-13,NB-BED-BLA-023,6,13457.94,2242.99,0
2024-10-13,NB-BED-BLA-024,11,15077.37,1370.67,0
2024-10-13,NB-KIT-DIN-025,5,14967.0,2993.4,0
2024-10-13,NB-KIT-DIN-026,12,85205.76,7100.48,0
2024-10-13,NB-KIT-GLA-027,2,11003.34,5501.67,1
2024-10-13,NB-KIT-GLA-028,10,84460.3,8446.03,0
2024-10-13,NB-KIT-CUT-029,13,28882.88,2221.76,0
2024-10-13,NB-KIT-CUT-030,6,34888.74,5814.79,0
2024-10-13,NB-KIT-TAB-031,13,80437.37,6187.49,0
2024-10-13,NB-KIT-TAB-032,14,124945.52,8924.68,0
2024-10-13,NB-BAT-TOW-033,4,20950.24,5237.56,0
2024-10-13,NB-BAT-TOW-034,6,5613.12,935.52,0
2024-10-13,NB-BAT-BAT-035,3,1725.72,575.24,0
2024-10-13,NB-BAT-BAT-036,5,34306.35,6861.27,0
2024-10-13,NB-BAT-DIS-037,5,22182.15,4436.43,0
2024-10-13,NB-BAT-DIS-038,5,25358.45,5071.69,0
2024-10-13,NB-BAT-ROB-039,17,90869.25,5345.25,0
2024-10-13,NB-BAT-ROB-040,5,42034.85,8406.97,0
2024-10-14,NB-HOM-VAS-001,6,31001.34,5166.89,0
2024-10-14,NB-HOM-VAS-002,3,11772.3,3924.1,0
2024-10-14,NB-HOM-VAS-003,13,45316.7,3485.9,0
2024-10-14,NB-HOM-WAL-004,13,53885.0,4145.0,0
2024-10-14,NB-HOM-WAL-005,9,63708.66,7078.74,0
2024-10-14,NB-HOM-WAL-006,3,4591.68,1530.56,0
2024-10-14,NB-HOM-CAN-007,2,8284.64,4142.32,0
2024-10-14,NB-HOM-CAN-008,6,24402.96,4067.16,0
2024-10-14,NB-HOM-CAN-009,5,22018.45,4403.69,0
2024-10-14,NB-HOM-CUS-010,14,41507.2,2964.8,1
2024-10-14,NB-HOM-CUS-011,11,80931.18,7357.38,0
2024-10-14,NB-HOM-CUS-012,8,10109.36,1263.67,0
2024-10-14,NB-BED-BED-013,7,30039.94,4291.42,0
2024-10-14,NB-BED-BED-014,13,17859.27,1373.79,0
2024-10-14,NB-BED-BED-015,12,69137.4,5761.45,0
2024-10-14,NB-BED-DUV-016,22,16656.42,757.11,1
2024-10-14,NB-BED-DUV-017,12,25333.08,2111.09,0
2024-10-14,NB-BED-DUV-018,8,12596.08,1574.51,1
2024-10-14,NB-BED-PIL-019,7,38396.61,5485.23,1
2024-10-14,NB-BED-PIL-020,23,93640.13,4071.31,1
2024-10-14,NB-BED-PIL-021,15,112158.3,7477.22,0
2024-10-14,NB-BED-BLA-022,0,0.0,5969.52,0
2024-10-14,NB-BED-BLA-023,4,8971.96,2242.99,0
2024-10-14,NB-BED-BLA-024,3,4112.01,1370.67,0
2024-10-14,NB-KIT-DIN-025,2,5986.8,2993.4,0
2024-10-14,NB-KIT-DIN-026,1,7100.48,7100.48,0
2024-10-14,NB-KIT-GLA-027,11,56753.4,5159.4,1
2024-10-14,NB-KIT-GLA-028,2,16892.06,8446.03,0
2024-10-14,NB-KIT-CUT-029,3,6665.28,2221.76,0
2024-10-14,NB-KIT-CUT-030,10,47675.8,4767.58,1
2024-10-14,NB-KIT-TAB-031,2,12374.98,6187.49,0
2024-10-14,NB-KIT-TAB-032,5,44623.4,8924.68,0
2024-10-14,NB-BAT-TOW-033,15,78563.4,5237.56,0
2024-10-14,NB-BAT-TOW-034,4,3742.08,935.52,0
2024-10-14,NB-BAT-BAT-035,9,5177.16,575.24,0
2024-10-14,NB-BAT-BAT-036,9,61751.43,6861.27,0
2024-10-14,NB-BAT-DIS-037,23,87864.83,3820.21,1
2024-10-14,NB-BAT-DIS-038,11,55788.59,5071.69,0
2024-10-14,NB-BAT-ROB-039,10,53452.5,5345.25,0
2024-10-14,NB-BAT-ROB-040,12,100883.64,8406.97,0
2024-10-15,NB-HOM-VAS-001,5,25834.45,5166.89,0
2024-10-15,NB-HOM-VAS-002,6,23544.6,3924.1,0
2024-10-15,NB-HOM-VAS-003,2,6971.8,3485.9,0
2024-10-15,NB-HOM-WAL-004,8,33160.0,4145.0,0
2024-10-15,NB-HOM-WAL-005,11,77866.14,7078.74,0
2024-10-15,NB-HOM-WAL-006,4,6122.24,1530.56,0
2024-10-15,NB-HOM-CAN-007,8,33138.56,4142.32,0
2024-10-15,NB-HOM-CAN-008,5,20335.8,4067.16,0
2024-10-15,NB-HOM-CAN-009,3,13211.07,4403.69,0
2024-10-15,NB-HOM-CUS-010,19,78856.84,4150.36,0
2024-10-15,NB-HOM-CUS-011,10,73573.8,7357.38,0
2024-10-15,NB-HOM-CUS-012,2,2527.34,1263.67,0
2024-10-15,NB-BED-BED-013,2,8582.84,4291.42,0
2024-10-15,NB-BED-BED-014,12,16485.48,1373.79,0
2024-10-15,NB-BED-BED-015,3,17284.35,5761.45,0
2024-10-15,NB-BED-DUV-016,20,19471.2,973.56,0
2024-10-15,NB-BED-DUV-017,2,4222.18,2111.09,0
2024-10-15,NB-BED-DUV-018,5,10560.0,2112.0,0
2024-10-15,NB-BED-PIL-019,8,60421.28,7552.66,0
2024-10-15,NB-BED-PIL-020,12,62471.52,5205.96,0
2024-10-15,NB-BED-PIL-021,7,52340.54,7477.22,0
2024-10-15,NB-BED-BLA-022,5,29847.6,5969.52,0
2024-10-15,NB-BED-BLA-023,9,20186.91,2242.99,0
2024-10-15,NB-BED-BLA-024,4,5482.68,1370.67,0
2024-10-15,NB-KIT-DIN-025,10,29934.0,2993.4,0
2024-10-15,NB-KIT-DIN-026,9,47930.67,5325.63,1
2024-10-15,NB-KIT-GLA-027,19,124603.52,6558.08,0
2024-10-15,NB-KIT-GLA-028,2,16892.06,8446.03,0
2024-10-15,NB-KIT-CUT-029,25,47108.0,1884.32,1
2024-10-15,NB-KIT-CUT-030,12,69777.48,5814.79,0
2024-10-15,NB-KIT-TAB-031,10,61874.9,6187.49,0
2024-10-15,NB-KIT-TAB-032,6,40951.68,6825.28,1
2024-10-15,NB-BAT-TOW-033,8,41900.48,5237.56,0
2024-10-15,NB-BAT-TOW-034,3,2806.56,935.52,0
2024-10-15,NB-BAT-BAT-035,14,8053.36,575.24,0
2024-10-15,NB-BAT-BAT-036,7,48028.89,6861.27,0
2024-10-15,NB-BAT-DIS-037,7,31055.01,4436.43,0
2024-10-15,NB-BAT-DIS-038,0,0.0,5071.69,0
2024-10-15,NB-BAT-ROB-039,2,10690.5,5345.25,0
2024-10-15,NB-BAT-ROB-040,3,25220.91,8406.97,0
2024-10-16,NB-HOM-VAS-001,10,51668.9,5166.89,0
2024-10-16,NB-HOM-VAS-002,12,47089.2,3924.1,0
2024-10-16,NB-HOM-VAS-003,1,3485.9,3485.9,0
2024-10-16,NB-HOM-WAL-004,4,16580.0,4145.0,0
2024-10-16,NB-HOM-WAL-005,5,35393.7,7078.74,0
2024-10-16,NB-HOM-WAL-006,11,16836.16,1530.56,0
2024-10-16,NB-HOM-CAN-007,3,12426.96,4142.32,0
2024-10-16,NB-HOM-CAN-008,6,24402.96,4067.16,0
2024-10-16,NB-HOM-CAN-009,7,30825.83,4403.69,0
2024-10-16,NB-HOM-CUS-010,0,0.0,4150.36,0
2024-10-16,NB-HOM-CUS-011,6,44144.28,7357.38,0
2024-10-16,NB-HOM-CUS-012,4,5054.68,1263.67,0
2024-10-16,NB-BED-BED-013,5,21457.1,4291.42,0
2024-10-16,NB-BED-BED-014,3,4121.37,1373.79,0
2024-10-16,NB-BED-BED-015,0,0.0,5761.45,0
2024-10-16,NB-BED-DUV-016,18,14092.38,782.91,1
2024-10-16,NB-BED-DUV-017,14,29555.26,2111.09,0
2024-10-16,NB-BED-DUV-018,15,25595.55,1706.37,1
2024-10-16,NB-BED-PIL-019,7,52868.62,7552.66,0
2024-10-16,NB-BED-PIL-020,10,52059.6,5205.96,0
2024-10-16,NB-BED-PIL-021,7,52340.54,7477.22,0
2024-10-16,NB-BED-BLA-022,0,0.0,5969.52,0
2024-10-16,NB-BED-BLA-023,9,20186.91,2242.99,0
2024-10-16,NB-BED-BLA-024,7,9594.69,1370.67,0
2024-10-16,NB-KIT-DIN-025,2,5986.8,2993.4,0
2024-10-16,NB-KIT-DIN-026,2,14200.96,7100.48,0
2024-10-16,NB-KIT-GLA-027,9,42024.15,4669.35,1
2024-10-16,NB-KIT-GLA-028,14,118244.42,8446.03,0
2024-10-16,NB-KIT-CUT-029,8,17774.08,2221.76,0
2024-10-16,NB-KIT-CUT-030,7,40703.53,5814.79,0
2024-10-16,NB-KIT-TAB-031,9,55687.41,6187.49,0
2024-10-16,NB-KIT-TAB-032,10,89246.8,8924.68,0
2024-10-16,NB-BAT-TOW-033,11,57613.16,5237.56,0
2024-10-16,NB-BAT-TOW-034,6,4007.28,667.88,1
2024-10-16,NB-BAT-BAT-035,11,6327.64,575.24,0
2024-10-16,NB-BAT-BAT-036,1,6861.27,6861.27,0
2024-10-16,NB-BAT-DIS-037,11,48800.73,4436.43,0
2024-10-16,NB-BAT-DIS-038,12,60860.28,5071.69,0
2024-10-16,NB-BAT-ROB-039,5,26726.25,5345.25,0
2024-10-16,NB-BAT-ROB-040,8,67255.76,8406.97,0
2024-10-17,NB-HOM-VAS-001,3,15500.67,5166.89,0
2024-10-17,NB-HOM-VAS-002,8,31392.8,3924.1,0
2024-10-17,NB-HOM-VAS-003,4,13943.6,3485.9,0
2024-10-17,NB-HOM-WAL-004,8,33160.0,4145.0,0
2024-10-17,NB-HOM-WAL-005,3,21236.22,7078.74,0
2024-10-17,NB-HOM-WAL-006,11,16836.16,1530.56,0
2024-10-17,NB-HOM-CAN-007,3,9640.35,3213.45,1
2024-10-17,NB-HOM-CAN-008,3,12201.48,4067.16,0
2024-10-17,NB-HOM-CAN-009,7,30825.83,4403.69,0
2024-10-17,NB-HOM-CUS-010,11,45653.96,4150.36,0
2024-10-17,NB-HOM-CUS-011,2,14714.76,7357.38,0
2024-10-17,NB-HOM-CUS-012,8,10109.36,1263.67,0
2024-10-17,NB-BED-BED-013,10,42914.2,4291.42,0
2024-10-17,NB-BED-BED-014,5,6868.95,1373.79,0
2024-10-17,NB-BED-BED-015,11,63375.95,5761.45,0
2024-10-17,NB-BED-DUV-016,11,10709.16,973.56,0
2024-10-17,NB-BED-DUV-017,7,14777.63,2111.09,0
2024-10-17,NB-BED-DUV-018,10,21120.0,2112.0,0
2024-10-17,NB-BED-PIL-019,10,75526.6,7552.66,0
2024-10-17,NB-BED-PIL-020,12,62471.52,5205.96,0
2024-10-17,NB-BED-PIL-021,7,52340.54,7477.22,0
2024-10-17,NB-BED-BLA-022,5,29847.6,5969.52,0
2024-10-17,NB-BED-BLA-023,14,31401.86,2242.99,0
2024-10-17,NB-BED-BLA-024,3,4112.01,1370.67,0
2024-10-17,NB-KIT-DIN-025,7,20953.8,2993.4,0
2024-10-17,NB-KIT-DIN-026,4,28401.92,7100.48,0
2024-10-17,NB-KIT-GLA-027,0,0.0,6558.08,0
2024-10-17,NB-KIT-GLA-028,15,126690.45,8446.03,0
2024-10-17,NB-KIT-CUT-029,11,24439.36,2221.76,0
2024-10-17,NB-KIT-CUT-030,4,23259.16,5814.79,0
2024-10-17,NB-KIT-TAB-031,8,49499.92,6187.49,0
2024-10-17,NB-KIT-TAB-032,6,53548.08,8924.68,0
2024-10-17,NB-BAT-TOW-033,12,62850.72,5237.56,0
2024-10-17,NB-BAT-TOW-034,10,9355.2,935.52,0
2024-10-17,NB-BAT-BAT-035,13,7478.12,575.24,0
2024-10-17,NB-BAT-BAT-036,4,27445.08,6861.27,0
2024-10-17,NB-BAT-DIS-037,8,35491.44,4436.43,0
2024-10-17,NB-BAT-DIS-038,3,15215.07,5071.69,0
2024-10-17,NB-BAT-ROB-039,16,85524.0,5345.25,0
2024-10-17,NB-BAT-ROB-040,4,33627.88,8406.97,0
2024-10-18,NB-HOM-VAS-001,3,15500.67,5166.89,0
2024-10-18,NB-HOM-VAS-002,1,3924.1,3924.1,0
2024-10-18,NB-HOM-VAS-003,5,15004.65,3000.93,1
2024-10-18,NB-HOM-WAL-004,1,4145.0,4145.0,0
2024-10-18,NB-HOM-WAL-005,20,141574.8,7078.74,0
2024-10-18,NB-HOM-WAL-006,6,9183.36,1530.56,0
2024-10-18,NB-HOM-CAN-007,6,24853.92,4142.32,0
2024-10-18,NB-HOM-CAN-008,27,78652.08,2913.04,1
2024-10-18,NB-HOM-CAN-009,6,26422.14,4403.69,0
2024-10-18,NB-HOM-CUS-010,4,16601.44,4150.36,0
2024-10-18,NB-HOM-CUS-011,6,44144.28,7357.38,0
2024-10-18,NB-HOM-CUS-012,6,7582.02,1263.67,0
2024-10-18,NB-BED-BED-013,4,15399.36,3849.84,1
2024-10-18,NB-BED-BED-014,11,15111.69,1373.79,0
2024-10-18,NB-BED-BED-015,11,63375.95,5761.45,0
2024-10-18,NB-BED-DUV-016,16,15576.96,973.56,0
2024-10-18,NB-BED-DUV-017,10,21110.9,2111.09,0
2024-10-18,NB-BED-DUV-018,12,25344.0,2112.0,0
2024-10-18,NB-BED-PIL-019,9,67973.94,7552.66,0
2024-10-18,NB-BED-PIL-020,7,36441.72,5205.96,0
2024-10-18,NB-BED-PIL-021,10,74772.2,7477.22,0
2024-10-18,NB-BED-BLA-022,16,95512.32,5969.52,0
2024-10-18,NB-BED-BLA-023,5,11214.95,2242.99,0
2024-10-18,NB-BED-BLA-024,10,13706.7,1370.67,0
2024-10-18,NB-KIT-DIN-025,7,18011.42,2573.06,1
2024-10-18,NB-KIT-DIN-026,8,56803.84,7100.48,0
2024-10-18,NB-KIT-GLA-027,10,65580.8,6558.08,0
2024-10-18,NB-KIT-GLA-028,16,95564.0,5972.75,1
2024-10-18,NB-KIT-CUT-029,10,22217.6,2221.76,0
2024-10-18,NB-KIT-CUT-030,7,40703.53,5814.79,0
2024-10-18,NB-KIT-TAB-031,7,43312.43,6187.49,0
2024-10-18,NB-KIT-TAB-032,4,35698.72,8924.68,0
2024-10-18,NB-BAT-TOW-033,10,52375.6,5237.56,0
2024-10-18,NB-BAT-TOW-034,6,5613.12,935.52,0
2024-10-18,NB-BAT-BAT-035,5,2876.2,575.24,0
2024-10-18,NB-BAT-BAT-036,5,34306.35,6861.27,0
2024-10-18,NB-BAT-DIS-037,16,70982.88,4436.43,0
2024-10-18,NB-BAT-DIS-038,8,40573.52,5071.69,0
2024-10-18,NB-BAT-ROB-039,10,53452.5,5345.25,0
2024-10-18,NB-BAT-ROB-040,7,58848.79,8406.97,0
2024-10-19,NB-HOM-VAS-001,16,82670.24,5166.89,0
2024-10-19,NB-HOM-VAS-002,14,54937.4,3924.1,0
2024-10-19,NB-HOM-VAS-003,16,44906.24,2806.64,1
2024-10-19,NB-HOM-WAL-004,13,53885.0,4145.0,0
2024-10-19,NB-HOM-WAL-005,3,21236.22,7078.74,0
2024-10-19,NB-HOM-WAL-006,8,10879.44,1359.93,1
2024-10-19,NB-HOM-CAN-007,10,41423.2,4142.32,0
2024-10-19,NB-HOM-CAN-008,18,73208.88,4067.16,0
2024-10-19,NB-HOM-CAN-009,8,35229.52,4403.69,0
2024-10-19,NB-HOM-CUS-010,13,53954.68,4150.36,0
2024-10-19,NB-HOM-CUS-011,10,73573.8,7357.38,0
2024-10-19,NB-HOM-CUS-012,9,11373.03,1263.67,0
2024-10-19,NB-BED-BED-013,1,4291.42,4291.42,0
2024-10-19,NB-BED-BED-014,14,19233.06,1373.79,0
2024-10-19,NB-BED-BED-015,4,23045.8,5761.45,0
2024-10-19,NB-BED-DUV-016,11,10709.16,973.56,0
2024-10-19,NB-BED-DUV-017,9,18999.81,2111.09,0
2024-10-19,NB-BED-DUV-018,7,14784.0,2112.0,0
2024-10-19,NB-BED-PIL-019,23,173711.18,7552.66,0
2024-10-19,NB-BED-PIL-020,18,93707.28,5205.96,0
2024-10-19,NB-BED-PIL-021,5,37386.1,7477.22,0
2024-10-19,NB-BED-BLA-022,0,0.0,5969.52,0
2024-10-19,NB-BED-BLA-023,19,42616.81,2242.99,0
2024-10-19,NB-BED-BLA-024,12,16448.04,1370.67,0
2024-10-19,NB-KIT-DIN-025,2,5986.8,2993.4,0
2024-10-19,NB-KIT-DIN-026,6,42602.88,7100.48,0
2024-10-19,NB-KIT-GLA-027,7,45906.56,6558.08,0
2024-10-19,NB-KIT-GLA-028,5,42230.15,8446.03,0
2024-10-19,NB-KIT-CUT-029,11,24439.36,2221.76,0
2024-10-19,NB-KIT-CUT-030,12,69777.48,5814.79,0
2024-10-19,NB-KIT-TAB-031,13,80437.37,6187.49,0
2024-10-19,NB-KIT-TAB-032,2,17849.36,8924.68,0
2024-10-19,NB-BAT-TOW-033,13,54650.96,4203.92,1
2024-10-19,NB-BAT-TOW-034,5,4677.6,935.52,0
2024-10-19,NB-BAT-BAT-035,15,8628.6,575.24,0
2024-10-19,NB-BAT-BAT-036,2,13722.54,6861.27,0
2024-10-19,NB-BAT-DIS-037,6,26618.58,4436.43,0
2024-10-19,NB-BAT-DIS-038,15,76075.35,5071.69,0
2024-10-19,NB-BAT-ROB-039,14,74833.5,5345.25,0
2024-10-19,NB-BAT-ROB-040,13,109290.61,8406.97,0
2024-10-20,NB-HOM-VAS-001,10,51668.9,5166.89,0
2024-10-20,NB-HOM-VAS-002,8,31392.8,3924.1,0
2024-10-20,NB-HOM-VAS-003,16,55774.4,3485.9,0
2024-10-20,NB-HOM-WAL-004,7,29015.0,4145.0,0
2024-10-20,NB-HOM-WAL-005,5,35393.7,7078.74,0
2024-10-20,NB-HOM-WAL-006,19,23447.14,1234.06,1
2024-10-20,NB-HOM-CAN-007,2,8284.64,4142.32,0
2024-10-20,NB-HOM-CAN-008,1,4067.16,4067.16,0
2024-10-20,NB-HOM-CAN-009,2,8807.38,4403.69,0
2024-10-20,NB-HOM-CUS-010,16,66405.76,4150.36,0
2024-10-20,NB-HOM-CUS-011,8,58859.04,7357.38,0
2024-10-20,NB-HOM-CUS-012,5,6318.35,1263.67,0
2024-10-20,NB-BED-BED-013,4,17165.68,4291.42,0
2024-10-20,NB-BED-BED-014,13,17859.27,1373.79,0
2024-10-20,NB-BED-BED-015,5,28807.25,5761.45,0
2024-10-20,NB-BED-DUV-016,8,7788.48,973.56,0
2024-10-20,NB-BED-DUV-017,4,8444.36,2111.09,0
2024-10-20,NB-BED-DUV-018,21,33034.26,1573.06,1
2024-10-20,NB-BED-PIL-019,14,105737.24,7552.66,0
2024-10-20,NB-BED-PIL-020,5,26029.8,5205.96,0
2024-10-20,NB-BED-PIL-021,28,184777.32,6599.19,1
2024-10-20,NB-BED-BLA-022,12,71634.24,5969.52,0
2024-10-20,NB-BED-BLA-023,4,8971.96,2242.99,0
2024-10-20,NB-BED-BLA-024,9,12336.03,1370.67,0
2024-10-20,NB-KIT-DIN-025,8,23947.2,2993.4,0
2024-10-20,NB-KIT-DIN-026,13,92306.24,7100.48,0
2024-10-20,NB-KIT-GLA-027,24,128052.96,5335.54,1
2024-10-20,NB-KIT-GLA-028,9,76014.27,8446.03,0
2024-10-20,NB-KIT-CUT-029,8,17774.08,2221.76,0
2024-10-20,NB-KIT-CUT-030,1,5814.79,5814.79,0
2024-10-20,NB-KIT-TAB-031,16,98999.84,6187.49,0
2024-10-20,NB-KIT-TAB-032,5,44623.4,8924.68,0
2024-10-20,NB-BAT-TOW-033,21,109988.76,5237.56,0
2024-10-20,NB-BAT-TOW-034,40,29921.2,748.03,1
2024-10-20,NB-BAT-BAT-035,18,10354.32,575.24,0
2024-10-20,NB-BAT-BAT-036,11,75473.97,6861.27,0
2024-10-20,NB-BAT-DIS-037,5,22182.15,4436.43,0
2024-10-20,NB-BAT-DIS-038,11,55788.59,5071.69,0
2024-10-20,NB-BAT-ROB-039,8,42762.0,5345.25,0
2024-10-20,NB-BAT-ROB-040,4,33627.88,8406.97,0
2024-10-21,NB-HOM-VAS-001,11,56835.79,5166.89,0
2024-10-21,NB-HOM-VAS-002,14,54937.4,3924.1,0
2024-10-21,NB-HOM-VAS-003,7,24401.3,3485.9,0
2024-10-21,NB-HOM-WAL-004,7,29015.0,4145.0,0
2024-10-21,NB-HOM-WAL-005,10,70787.4,7078.74,0
2024-10-21,NB-HOM-WAL-006,8,12244.48,1530.56,0
2024-10-21,NB-HOM-CAN-007,10,41423.2,4142.32,0
2024-10-21,NB-HOM-CAN-008,2,8134.32,4067.16,0
2024-10-21,NB-HOM-CAN-009,15,66055.35,4403.69,0
2024-10-21,NB-HOM-CUS-010,2,8300.72,4150.36,0
2024-10-21,NB-HOM-CUS-011,8,58859.04,7357.38,0
2024-10-21,NB-HOM-CUS-012,8,10109.36,1263.67,0
2024-10-21,NB-BED-BED-013,4,17165.68,4291.42,0
2024-10-21,NB-BED-BED-014,7,9616.53,1373.79,0
2024-10-21,NB-BED-BED-015,9,51853.05,5761.45,0
2024-10-21,NB-BED-DUV-016,13,12656.28,973.56,0
2024-10-21,NB-BED-DUV-017,2,4222.18,2111.09,0
2024-10-21,NB-BED-DUV-018,3,6336.0,2112.0,0
2024-10-21,NB-BED-PIL-019,0,0.0,7552.66,0
2024-10-21,NB-BED-PIL-020,2,10411.92,5205.96,0
2024-10-21,NB-BED-PIL-021,11,82249.42,7477.22,0
2024-10-21,NB-BED-BLA-022,10,59695.2,5969.52,0
2024-10-21,NB-BED-BLA-023,1,2242.99,2242.99,0
2024-10-21,NB-BED-BLA-024,9,12336.03,1370.67,0
2024-10-21,NB-KIT-DIN-025,1,2993.4,2993.4,0
2024-10-21,NB-KIT-DIN-026,8,56803.84,7100.48,0
2024-10-21,NB-KIT-GLA-027,18,96381.18,5354.51,1
2024-10-21,NB-KIT-GLA-028,20,118646.6,5932.33,1
2024-10-21,NB-KIT-CUT-029,8,17774.08,2221.76,0
2024-10-21,NB-KIT-CUT-030,10,58147.9,5814.79,0
2024-10-21,NB-KIT-TAB-031,3,18562.47,6187.49,0
2024-10-21,NB-KIT-TAB-032,12,107096.16,8924.68,0
2024-10-21,NB-BAT-TOW-033,5,26187.8,5237.56,0
2024-10-21,NB-BAT-TOW-034,5,4677.6,935.52,0
2024-10-21,NB-BAT-BAT-035,9,5177.16,575.24,0
2024-10-21,NB-BAT-BAT-036,8,40089.36,5011.17,1
2024-10-21,NB-BAT-DIS-037,7,31055.01,4436.43,0
2024-10-21,NB-BAT-DIS-038,6,30430.14,5071.69,0
2024-10-21,NB-BAT-ROB-039,10,53452.5,5345.25,0
2024-10-21,NB-BAT-ROB-040,7,58848.79,8406.97,0
2024-10-22,NB-HOM-VAS-001,5,25834.45,5166.89,0
2024-10-22,NB-HOM-VAS-002,10,39241.0,3924.1,0
2024-10-22,NB-HOM-VAS-003,9,23215.41,2579.49,1
2024-10-22,NB-HOM-WAL-004,13,53885.0,4145.0,0
2024-10-22,NB-HOM-WAL-005,13,70472.74,5420.98,1
2024-10-22,NB-HOM-WAL-006,2,3061.12,1530.56,0
2024-10-22,NB-HOM-CAN-007,4,16569.28,4142.32,0
2024-10-22,NB-HOM-CAN-008,13,52873.08,4067.16,0
2024-10-22,NB-HOM-CAN-009,5,22018.45,4403.69,0
2024-10-22,NB-HOM-CUS-010,8,29474.56,3684.32,1
2024-10-22,NB-HOM-CUS-011,15,110360.7,7357.38,0
2024-10-22,NB-HOM-CUS-012,3,3791.01,1263.67,0
2024-10-22,NB-BED-BED-013,12,51497.04,4291.42,0
2024-10-22,NB-BED-BED-014,2,2747.58,1373.79,0
2024-10-22,NB-BED-BED-015,5,28807.25,5761.45,0
2024-10-22,NB-BED-DUV-016,21,20444.76,973.56,0
2024-10-22,NB-BED-DUV-017,7,14777.63,2111.09,0
2024-10-22,NB-BED-DUV-018,1,2112.0,2112.0,0
2024-10-22,NB-BED-PIL-019,5,37763.3,7552.66,0
2024-10-22,NB-BED-PIL-020,6,31235.76,5205.96,0
2024-10-22,NB-BED-PIL-021,8,59817.76,7477.22,0
2024-10-22,NB-BED-BLA-022,2,11939.04,5969.52,0
2024-10-22,NB-BED-BLA-023,36,58383.72,1621.77,1
2024-10-22,NB-BED-BLA-024,7,9594.69,1370.67,0
2024-10-22,NB-KIT-DIN-025,2,5986.8,2993.4,0
2024-10-22,NB-KIT-DIN-026,7,49703.36,7100.48,0
2024-10-22,NB-KIT-GLA-027,6,39348.48,6558.08,0
2024-10-22,NB-KIT-GLA-028,4,33784.12,8446.03,0
2024-10-22,NB-KIT-CUT-029,16,29356.8,1834.8,1
2024-10-22,NB-KIT-CUT-030,9,42466.23,4718.47,1
2024-10-22,NB-KIT-TAB-031,2,12374.98,6187.49,0
2024-10-22,NB-KIT-TAB-032,15,133870.2,8924.68,0
2024-10-22,NB-BAT-TOW-033,10,52375.6,5237.56,0
2024-10-22,NB-BAT-TOW-034,4,3742.08,935.52,0
2024-10-22,NB-BAT-BAT-035,12,6902.88,575.24,0
2024-10-22,NB-BAT-BAT-036,8,54890.16,6861.27,0
2024-10-22,NB-BAT-DIS-037,7,31055.01,4436.43,0
2024-10-22,NB-BAT-DIS-038,6,30430.14,5071.69,0
2024-10-22,NB-BAT-ROB-039,8,42762.0,5345.25,0
2024-10-22,NB-BAT-ROB-040,4,33627.88,8406.97,0
2024-10-23,NB-HOM-VAS-001,2,10333.78,5166.89,0
2024-10-23,NB-HOM-VAS-002,10,39241.0,3924.1,0
2024-10-23,NB-HOM-VAS-003,12,41830.8,3485.9,0
2024-10-23,NB-HOM-WAL-004,15,62175.0,4145.0,0
2024-10-23,NB-HOM-WAL-005,18,106570.62,5920.59,1
2024-10-23,NB-HOM-WAL-006,5,7652.8,1530.56,0
2024-10-23,NB-HOM-CAN-007,12,49707.84,4142.32,0
2024-10-23,NB-HOM-CAN-008,1,4067.16,4067.16,0
2024-10-23,NB-HOM-CAN-009,7,30825.83,4403.69,0
2024-10-23,NB-HOM-CUS-010,8,33202.88,4150.36,0
2024-10-23,NB-HOM-CUS-011,3,22072.14,7357.38,0
2024-10-23,NB-HOM-CUS-012,8,10109.36,1263.67,0
2024-10-23,NB-BED-BED-013,8,34331.36,4291.42,0
2024-10-23,NB-BED-BED-014,8,10990.32,1373.79,0
2024-10-23,NB-BED-BED-015,7,40330.15,5761.45,0
2024-10-23,NB-BED-DUV-016,12,10050.6,837.55,1
2024-10-23,NB-BED-DUV-017,1,2111.09,2111.09,0
2024-10-23,NB-BED-DUV-018,7,14784.0,2112.0,0
2024-10-23,NB-BED-PIL-019,7,52868.62,7552.66,0
2024-10-23,NB-BED-PIL-020,23,99904.41,4343.67,1
2024-10-23,NB-BED-PIL-021,8,59817.76,7477.22,0
2024-10-23,NB-BED-BLA-022,6,35817.12,5969.52,0
2024-10-23,NB-BED-BLA-023,3,6728.97,2242.99,0
2024-10-23,NB-BED-BLA-024,7,9594.69,1370.67,0
